Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Tax,Total_Amount
FDI53,8.895,Regular,0.13842353,Frozen Foods,163.0236,OUT017,2007,Medium,Tier 2,Supermarket Type1,1127.8652,56.39326,1184.25846
FDO19,17.7,Regular,0.027779381,Fruits and Vegetables,50.1034,OUT010,1998,Medium,Tier 3,Grocery Store,97.2068,4.860340000000001,102.06714
FDG12,12.857645184135976,Regular,0.06613202877895108,Baking Goods,121.3098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098,6.0254900000000005,126.53529
FDG53,10.0,Low Fat,0.046043736,Frozen Foods,140.618,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906,118.84530000000001,2495.7513
FDK36,7.09,Low Fat,0.007215314,Baking Goods,47.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,1458.102,72.9051,1531.0071
FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,OUT046,1997,Small,Tier 1,Supermarket Type1,3403.5696,170.17848,3573.74808
FDV16,7.75,Regular,0.083399788,Frozen Foods,34.5558,OUT017,2007,Medium,Tier 2,Supermarket Type1,441.4254,22.071270000000002,463.49667000000005
FDS31,12.857645184135976,Regular,0.043978369,Fruits and Vegetables,178.4318,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.0452,126.30226,2652.34746
NCK06,5.03,Low Fat,0.008639333,Household,122.2756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,102.99926,2162.98446
FDN03,9.8,Regular,0.015089965,Meat,249.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.3632,50.068160000000006,1051.43136
NCT30,12.857645184135976,Low Fat,0.140582485,Household,47.1718,OUT019,1985,Small,Tier 1,Grocery Store,141.8154,7.090770000000001,148.90617
FDC50,15.85,Low Fat,0.228469522,Canned,93.3094,OUT010,1998,Medium,Tier 3,Grocery Store,285.6282,14.281410000000001,299.90961
FDE11,17.7,Regular,0.06613202877895108,Starchy Foods,183.5924,OUT035,2004,Small,Tier 2,Supermarket Type1,7033.5112,351.67556,7385.18676
FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.845,133.99224999999998,2813.8372499999996
NCP05,19.6,Low Fat,0.06613202877895108,Health and Hygiene,150.3024,OUT018,2009,Medium,Tier 3,Supermarket Type2,2580.6408,129.03204000000002,2709.67284
FDJ41,6.85,Low Fat,0.02288328,Frozen Foods,261.2594,OUT046,1997,Small,Tier 1,Supermarket Type1,2878.2534,143.91267000000002,3022.16607
FDR47,12.857645184135976,Low Fat,0.087045086,Breads,196.7794,OUT027,1985,Medium,Tier 3,Supermarket Type3,6242.5408,312.12704,6554.66784
FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4034,OUT017,2007,Medium,Tier 2,Supermarket Type1,340.2238,17.01119,357.23499
FDQ23,6.55,Low Fat,0.024664556,Breads,103.3332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2050.664,102.53320000000002,2153.1972
NCK42,12.857645184135976,Low Fat,0.013056494,Household,215.9192,OUT027,1985,Medium,Tier 3,Supermarket Type3,7334.4528,366.72264,7701.17544
NCO06,19.25,Low Fat,0.180820798,Household,35.9558,OUT010,1998,Medium,Tier 3,Grocery Store,67.9116,3.3955800000000007,71.30718
FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.685,127.33425,2674.01925
FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.091,OUT046,1997,Small,Tier 1,Supermarket Type1,4207.856,210.3928,4418.248799999999
FDT23,7.72,Regular,0.074731477,Breads,77.5986,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,97.37325,2044.83825
FDB50,13.0,Low Fat,0.154244343,Canned,77.9986,OUT018,2009,Medium,Tier 3,Supermarket Type2,1168.479,58.423950000000005,1226.9029500000001
NCF43,8.51,Low Fat,0.06613202877895108,Household,142.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.764,85.8882,1803.6522
FDU26,12.857645184135976,Regular,0.042412572,Dairy,119.0782,OUT027,1985,Medium,Tier 3,Supermarket Type3,1549.3166,77.46583000000001,1626.7824300000002
FDC10,9.8,Regular,0.072990979,Snack Foods,121.6098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1566.6274,78.33137,1644.9587700000002
FDK51,19.85,Low Fat,0.005243282,Dairy,266.1884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3179.8608,158.99304,3338.8538399999998
FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.6734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,14.84734,311.79413999999997
DRL37,15.5,Low Fat,0.053455158,Soft Drinks,43.677,OUT049,1999,Medium,Tier 1,Supermarket Type1,562.601,28.13005,590.73105
FDQ45,9.5,Regular,0.06613202877895108,Snack Foods,182.3608,OUT010,1998,Medium,Tier 3,Grocery Store,1102.5648,55.128240000000005,1157.69304
FDO45,12.857645184135976,Regular,0.037768989,Snack Foods,88.5856,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.5976,92.27988,1937.87748
FDP27,8.155,Low Fat,0.119428052,Meat,190.853,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789,123.33945000000001,2590.12845
NCE07,8.18,Low Fat,0.013183517,Household,143.1154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002,92.18001000000001,1935.7802100000001
FDL26,12.857645184135976,Low Fat,0.072838381,Canned,155.2972,OUT027,1985,Medium,Tier 3,Supermarket Type3,5141.3076,257.06538,5398.37298
FDL09,19.6,Regular,0.128235131,Snack Foods,169.2816,OUT049,1999,Medium,Tier 1,Supermarket Type1,1174.4712,58.72356,1233.1947599999999
NCA17,20.6,Low Fat,0.06613202877895108,Health and Hygiene,148.8392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,134.22528,2818.73088
NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,OUT017,2007,Medium,Tier 2,Supermarket Type1,2535.3664,126.76832,2662.13472
FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,OUT017,2007,Medium,Tier 2,Supermarket Type1,2918.8672,145.94336,3064.8105600000004
NCD19,8.93,Low Fat,0.06613202877895108,Household,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614,27.630700000000004,580.2447000000001
FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.883,170.94415,3589.8271499999996
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,OUT017,2007,Medium,Tier 2,Supermarket Type1,1467.4232,73.37116,1540.7943599999999
NCY29,13.65,Low Fat,0.077390746,Health and Hygiene,54.693,OUT045,2002,Medium,Tier 2,Supermarket Type1,679.116,33.9558,713.0717999999999
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,Medium,Tier 3,Grocery Store,88.5514,4.42757,92.97897
DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.5812,OUT045,2002,Medium,Tier 2,Supermarket Type1,427.4436,21.37218,448.81578
FDT39,6.26,Regular,0.009923732,Meat,152.8366,OUT017,2007,Medium,Tier 2,Supermarket Type1,3778.415,188.92075,3967.33575
FDE50,19.7,Regular,0.016238512,Canned,186.4556,OUT045,2002,Medium,Tier 2,Supermarket Type1,5069.4012,253.47006000000002,5322.87126
FDK25,12.857645184135976,Regular,0.156072361,Breakfast,169.3474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3874.2902,193.71451000000002,4068.00471
DRK13,11.8,Low Fat,0.115636723,Soft Drinks,199.7084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3571.3512,178.56756000000001,3749.91876
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.7848,85.08924,1786.87404
FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.996,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712,87.88560000000001,1845.5976
FDT40,12.857645184135976,Low Fat,0.167725251,Frozen Foods,128.3678,OUT019,1985,Small,Tier 1,Grocery Store,127.1678,6.35839,133.52618999999999
FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,OUT045,2002,Medium,Tier 2,Supermarket Type1,1238.388,61.919399999999996,1300.3074
FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,OUT045,2002,Medium,Tier 2,Supermarket Type1,2050.664,102.53320000000002,2153.1972
FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,57.52512000000001,1208.02752
FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9548,40.14774,843.10254
NCH06,12.3,Low Fat,0.076987408,Household,247.946,OUT017,2007,Medium,Tier 2,Supermarket Type1,3202.498,160.12490000000003,3362.6229000000003
NCG54,12.1,Low Fat,0.079968115,Household,170.8106,OUT045,2002,Medium,Tier 2,Supermarket Type1,4619.9862,230.99931000000004,4850.98551
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,107.65986000000001,2260.8570600000003
FDS46,17.6,Regular,0.047524635,Snack Foods,118.2782,OUT017,2007,Medium,Tier 2,Supermarket Type1,715.0692,35.753460000000004,750.82266
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,OUT017,2007,Medium,Tier 2,Supermarket Type1,1964.7758,98.23879,2063.0145899999998
NCC07,19.6,Low Fat,0.023988387,Household,104.5964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1262.3568,63.11784,1325.47464
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,Medium,Tier 2,Supermarket Type1,2302.3364,115.11682000000002,2417.4532200000003
NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228,55.46114,1164.68394
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Small,Tier 1,Supermarket Type1,2561.9984,128.09992,2690.09832
FDD14,20.7,Low Fat,0.169667145,Canned,183.5266,OUT013,1987,High,Tier 3,Supermarket Type1,4426.2384,221.31192000000001,4647.55032
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.4092,112.32046000000001,2358.72966
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,Medium,Tier 2,Supermarket Type1,4133.2864,206.66432,4339.95072
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,Medium,Tier 2,Supermarket Type1,3978.155,198.90775000000002,4177.06275
FDE28,12.857645184135976,Regular,0.232072674,Frozen Foods,229.4668,OUT019,1985,Small,Tier 1,Grocery Store,460.7336,23.036680000000004,483.77028
FDA57,18.85,Low Fat,0.039723999,Snack Foods,41.048,OUT045,2002,Medium,Tier 2,Supermarket Type1,918.804,45.940200000000004,964.7442
DRC27,13.8,Low Fat,0.05843112,Dairy,243.6802,OUT017,2007,Medium,Tier 2,Supermarket Type1,1965.4416,98.27208000000002,2063.7136800000003
FDA27,20.35,Regular,0.030990354,Dairy,256.3672,OUT045,2002,Medium,Tier 2,Supermarket Type1,1022.6688,51.13344000000001,1073.80224
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184,224.64092000000002,4717.45932
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504,76.16752000000001,1599.51792
FDA58,9.395,Low Fat,0.103664897,Snack Foods,233.6932,OUT013,1987,High,Tier 3,Supermarket Type1,1414.1592,70.70796,1484.86716
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.753,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,75.9012,1593.9252
FDX45,16.75,Low Fat,0.105282932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,Supermarket Type2,2816.334,140.8167,2957.1506999999997
FDY12,9.8,Regular,0.141406394,Baking Goods,50.0008,OUT017,2007,Medium,Tier 2,Supermarket Type1,506.008,25.3004,531.3084
NCZ29,15.0,Low Fat,0.071516201,Health and Hygiene,127.7362,OUT045,2002,Medium,Tier 2,Supermarket Type1,1761.7068,88.08534,1849.79214
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,9.321200000000001,195.7452
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,OUT017,2007,Medium,Tier 2,Supermarket Type1,3187.8504,159.39252,3347.2429199999997
NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972,107.65986000000001,2260.8570600000003
FDN08,7.72,Regular,0.088543868,Fruits and Vegetables,117.5466,OUT045,2002,Medium,Tier 2,Supermarket Type1,824.9262,41.24631,866.17251
NCN30,16.35,Low Fat,0.016979063,Household,97.441,OUT013,1987,High,Tier 3,Supermarket Type1,772.328,38.6164,810.9444
FDS12,12.857645184135976,Low Fat,0.304859104,Baking Goods,125.4362,OUT019,1985,Small,Tier 1,Grocery Store,755.0172,37.75086,792.76806
FDN58,13.8,Regular,0.056825065,Snack Foods,230.9984,OUT013,1987,High,Tier 3,Supermarket Type1,4633.968,231.6984,4865.6664
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,Medium,Tier 2,Supermarket Type1,2956.152,147.8076,3103.9596
NCR54,16.35,Low Fat,0.090562192,Household,198.211,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.11,98.2055,2062.3154999999997
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,120.8756,OUT046,1997,Small,Tier 1,Supermarket Type1,3150.5656,157.52828,3308.09388
FDA13,15.85,Low Fat,0.078489577,Canned,39.9506,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602,32.258010000000006,677.41821
FDY47,8.6,Regular,0.054706408,Breads,128.931,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,71.40705000000001,1499.54805
NCF31,9.13,Low Fat,0.051804278,Household,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,91.08144,1912.7102399999999
FDL44,12.857645184135976,Low Fat,0.012215675,Fruits and Vegetables,162.7894,OUT027,1985,Medium,Tier 3,Supermarket Type3,5500.8396,275.04198,5775.88158
FDT51,12.857645184135976,Regular,0.019117392,Meat,110.6544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,11.18544,234.89424
NCF31,12.857645184135976,Low Fat,0.090778148,Household,153.1024,OUT019,1985,Small,Tier 1,Grocery Store,303.6048,15.180240000000001,318.78504000000004
NCK31,10.895,Low Fat,0.027047774,Others,50.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,666.4658,33.32329,699.78909
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.0846,OUT045,2002,Medium,Tier 2,Supermarket Type1,1337.5922,66.87961,1404.47181
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.741,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,57.9246,1216.4166
FDT34,9.3,Low Fat,0.291826616,Snack Foods,107.1964,OUT010,1998,Medium,Tier 3,Grocery Store,420.7856,21.03928,441.82488
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704,89.48352,1879.15392
NCJ31,19.2,Low Fat,0.183686937,Others,241.8196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1687.1372,84.35686,1771.49406
FDT50,12.857645184135976,Regular,0.107714834,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544,105.46271999999999,2214.71712
FDG21,17.35,Regular,0.146299902,Seafood,150.405,OUT046,1997,Small,Tier 1,Supermarket Type1,3894.93,194.7465,4089.6765
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.969,26.798450000000003,562.76745
FDO11,8.0,Regular,0.030311951,Breads,247.4092,OUT049,1999,Medium,Tier 1,Supermarket Type1,6972.2576,348.61288,7320.87048
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,Medium,Tier 2,Supermarket Type1,2918.8672,145.94336,3064.8105600000004
FDF39,14.85,Regular,0.019590769,Dairy,261.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.919,118.34595,2485.2649499999998
NCR53,12.15,Low Fat,0.242768664,Health and Hygiene,226.5404,OUT010,1998,Medium,Tier 3,Grocery Store,225.0404,11.252020000000002,236.29242
FDL57,15.1,Regular,0.067064128,Snack Foods,257.9304,OUT035,2004,Small,Tier 2,Supermarket Type1,6458.26,322.913,6781.173000000001
FDO44,12.6,Low Fat,0.087630566,Fruits and Vegetables,110.0228,OUT045,2002,Medium,Tier 2,Supermarket Type1,3205.1612,160.25806,3365.41926
NCY41,16.75,Low Fat,0.075721301,Health and Hygiene,34.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,1042.6428,52.13214000000001,1094.77494
FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,OUT046,1997,Small,Tier 1,Supermarket Type1,5145.3024,257.26511999999997,5402.56752
NCV30,20.2,Low Fat,0.065932087,Household,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765,47.438250000000004,996.20325
FDL45,12.857645184135976,Low Fat,0.037505332,Snack Foods,126.2704,OUT027,1985,Medium,Tier 3,Supermarket Type3,4255.7936,212.78968,4468.58328
FDK09,15.2,Low Fat,0.092282353,Snack Foods,227.2352,OUT017,2007,Medium,Tier 2,Supermarket Type1,4122.6336,206.13168000000002,4328.7652800000005
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,153.434,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.402,22.970100000000002,482.3721
FDA28,16.1,Regular,0.047996608,Frozen Foods,127.0362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,69.20991000000001,1453.40811
FDA02,12.857645184135976,Regular,0.052040539,Dairy,143.1786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572,14.44786,303.40506
NCC54,17.75,Low Fat,0.097629611,Health and Hygiene,240.4196,OUT013,1987,High,Tier 3,Supermarket Type1,4579.3724,228.96862000000002,4808.34102
FDA55,17.2,Regular,0.057221177,Fruits and Vegetables,225.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,123.03984000000001,2583.83664
NCJ43,6.635,Low Fat,0.045308629,Household,173.1396,OUT010,1998,Medium,Tier 3,Grocery Store,348.8792,17.44396,366.32316000000003
NCB19,12.857645184135976,Low Fat,0.158096128,Household,86.3882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,4.29441,90.18261
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.4814,199.17407000000003,4182.65547
FDD35,12.15,Low Fat,0.025842905,Starchy Foods,119.844,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,29.961000000000002,629.181
FDK08,9.195,Regular,0.122802943,Fruits and Vegetables,100.1016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1113.2176,55.66088,1168.8784799999999
FDN27,12.857645184135976,Low Fat,0.039370913,Meat,116.9808,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,193.34832,4060.31472
NCC19,12.857645184135976,Low Fat,0.096411426,Household,192.982,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.968,231.6984,4865.6664
FDL16,12.85,Low Fat,0.16871476,Frozen Foods,47.306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1071.938,53.596900000000005,1125.5349
NCL54,12.857645184135976,Low Fat,0.082353076,Household,176.9054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4202.5296,210.12648000000002,4412.65608
FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Medium,Tier 1,Supermarket Type1,2087.283,104.36415,2191.64715
FDD52,18.25,Regular,0.183260221,Dairy,108.557,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427,60.42135,1268.84835
FDV33,9.6,Regular,0.027386122,Snack Foods,259.2304,OUT049,1999,Medium,Tier 1,Supermarket Type1,4649.9472,232.49736,4882.44456
FDF21,10.3,Regular,0.06613202877895108,Fruits and Vegetables,191.153,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777,85.38885,1793.16585
FDM56,16.7,Low Fat,0.06613202877895108,Fruits and Vegetables,109.1912,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.956,27.297800000000002,573.2538000000001
FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,Supermarket Type1,2388.8904,119.44452000000001,2508.3349200000002
FDI48,11.85,Regular,0.06613202877895108,Baking Goods,51.2666,OUT035,2004,Small,Tier 2,Supermarket Type1,410.1328,20.50664,430.63944
FDH09,12.6,Low Fat,0.05616476,Seafood,51.8982,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.3838,23.66919,497.05299
FDQ36,7.855,Regular,0.06613202877895108,Baking Goods,38.3848,OUT046,1997,Small,Tier 1,Supermarket Type1,932.12,46.606,978.726
FDY16,18.35,Regular,0.092150005,Frozen Foods,184.8266,OUT013,1987,High,Tier 3,Supermarket Type1,3872.9586,193.64793,4066.60653
NCM43,12.857645184135976,Low Fat,0.01938106,Others,164.321,OUT027,1985,Medium,Tier 3,Supermarket Type3,5546.114,277.3057,5823.4196999999995
FDF59,12.5,Low Fat,0.071534226,Starchy Foods,124.902,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028,88.5514,1859.5794
NCR38,17.25,Low Fat,0.113497001,Household,253.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,37.75086,792.76806
FDY13,12.1,Low Fat,0.030121709,Canned,78.067,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.443,111.02215000000001,2331.46515
FDC40,16.0,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804,54.52902,1145.10942
FDT11,5.94,Regular,0.029538509,Breads,189.4556,OUT017,2007,Medium,Tier 2,Supermarket Type1,1877.556,93.87780000000001,1971.4338
FDT59,13.65,Low Fat,0.015976249,Breads,230.2668,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.7684,149.73842,3144.50682
NCU54,8.88,Low Fat,0.098622378,Household,208.427,OUT046,1997,Small,Tier 1,Supermarket Type1,5452.902,272.6451,5725.5471
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,OUT010,1998,Medium,Tier 3,Grocery Store,542.627,27.131349999999998,569.75835
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.2848,OUT017,2007,Medium,Tier 2,Supermarket Type1,857.5504,42.877520000000004,900.42792
DRZ11,8.85,Regular,0.112840108,Soft Drinks,122.0388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388,61.919399999999996,1300.3074
DRH23,12.857645184135976,Low Fat,0.298205272,Hard Drinks,55.7614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228,5.526140000000001,116.04894
FDT55,13.6,Regular,0.043902087,Fruits and Vegetables,157.0946,OUT017,2007,Medium,Tier 2,Supermarket Type1,5522.811,276.14055,5798.95155
NCV53,8.27,Low Fat,0.018797945,Health and Hygiene,241.288,OUT013,1987,High,Tier 3,Supermarket Type1,5512.824,275.64119999999997,5788.4652
FDQ33,12.857645184135976,Low Fat,0.06613202877895108,Snack Foods,151.6708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4815.0656,240.75328000000002,5055.81888
NCJ54,9.895,Low Fat,0.060017128,Household,230.8642,OUT013,1987,High,Tier 3,Supermarket Type1,4414.9198,220.74599,4635.66579
FDY16,12.857645184135976,Regular,0.16147714,Frozen Foods,186.2266,OUT019,1985,Small,Tier 1,Grocery Store,1106.5596,55.327980000000004,1161.88758
NCN07,18.5,Low Fat,0.033944698,Others,129.9284,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.6272,52.731359999999995,1107.35856
